,Time,Bus_No,Station_No,Next_station,Remain_distance,Total_distance
109,08:10:34,26701,20,和平东桥,43,15116
110,08:10:59,26701,20,和平东桥,0,15159
111,08:11:24,26701,21,太阳宫桥,628,15246
112,08:11:49,26701,21,太阳宫桥,613,15261
113,08:12:14,26701,21,太阳宫桥,585,15289
114,08:12:39,26701,21,太阳宫桥,381,15493
115,08:13:04,26701,21,太阳宫桥,183,15691
116,08:13:29,26701,21,太阳宫桥,133,15741
117,08:15:09,26701,21,太阳宫桥,51,15823
118,08:15:34,26701,21,太阳宫桥,25,15849
119,08:16:21,26701,21,太阳宫桥,0,15874
120,08:19:09,26701,22,西坝河,423,16584
121,08:19:34,26701,22,西坝河,142,16865
122,08:19:59,26701,22,西坝河,14,16993
123,08:20:24,26701,22,西坝河,0,17007
124,08:21:39,26701,23,静安庄东,795,17037
125,08:22:04,26701,23,静安庄东,545,17287
126,08:22:29,26701,23,静安庄东,412,17420
127,08:22:54,26701,23,静安庄东,327,17505
128,08:23:19,26701,23,静安庄东,273,17559
129,08:25:24,26701,23,静安庄东,265,17567
130,08:25:49,26701,23,静安庄东,196,17636
131,08:26:14,26701,23,静安庄东,0,17832
132,08:28:44,26701,24,三元桥南,557,18747
133,08:29:09,26701,24,三元桥南,505,18799
134,08:29:34,26701,24,三元桥南,444,18860
135,08:29:59,26701,24,三元桥南,421,18883
136,08:30:24,26701,24,三元桥南,381,18923
137,08:30:49,26701,24,三元桥南,349,18955
138,08:31:14,26701,24,三元桥南,336,18968
139,08:31:39,26701,24,三元桥南,257,19047
140,08:32:04,26701,24,三元桥南,177,19127
141,08:32:29,26701,24,三元桥南,120,19184
142,08:32:54,26701,24,三元桥南,30,19274
143,08:33:19,26701,24,三元桥南,20,19284
144,08:33:44,26701,24,三元桥南,10,19294
145,08:34:09,26701,24,三元桥南,0,19304
146,08:34:34,26701,25,亮马桥,1333,19845
147,08:34:59,26701,25,亮马桥,1092,20086
148,08:35:24,26701,25,亮马桥,893,20285
149,08:35:49,26701,25,亮马桥,800,20378
150,08:36:14,26701,25,亮马桥,792,20386
151,08:36:39,26701,25,亮马桥,784,20394
152,08:37:29,26701,25,亮马桥,719,20459
153,08:37:54,26701,25,亮马桥,652,20526
154,08:38:19,26701,25,亮马桥,584,20594
155,08:38:44,26701,25,亮马桥,454,20724
156,08:39:09,26701,25,亮马桥,245,20933
157,08:39:34,26701,25,亮马桥,0,21178
158,08:40:49,26701,26,白家庄,1485,20749
159,08:41:14,26701,26,白家庄,1110,21124
160,08:41:39,26701,26,白家庄,743,21491
161,08:42:04,26701,26,白家庄,399,21835
162,08:42:29,26701,26,白家庄,0,22234
163,08:43:44,26701,27,呼家楼南,750,22188
164,08:44:09,26701,27,呼家楼南,582,22356
165,08:46:14,26701,27,呼家楼南,561,22377
166,08:46:39,26701,27,呼家楼南,393,22545
167,08:47:04,26701,27,呼家楼南,189,22749
168,08:47:29,26701,27,呼家楼南,176,22762
169,08:49:59,26701,27,呼家楼南,51,22887
170,08:50:24,26701,27,呼家楼南,0,22938
171,08:51:14,26701,28,大北窑北,597,23033
172,08:51:39,26701,28,大北窑北,373,23257
173,08:52:04,26701,28,大北窑北,289,23341
174,08:52:54,26701,28,大北窑北,182,23448
175,08:53:19,26701,28,大北窑北,11,23619
176,08:53:44,26701,28,大北窑北,0,23630
177,08:54:34,26701,29,大北窑南,582,24175
178,08:54:59,26701,29,大北窑南,387,24370
179,08:55:24,26701,29,大北窑南,336,24421
180,08:57:29,26701,29,大北窑南,273,24484
181,08:57:54,26701,29,大北窑南,169,24588
182,08:58:19,26701,29,大北窑南,81,24676
183,08:58:44,26701,29,大北窑南,0,24757
184,09:02:04,26701,30,双井桥北,972,24470
185,09:03:19,26701,30,双井桥北,588,24854
186,09:03:44,26701,30,双井桥北,560,24882
187,09:04:09,26701,30,双井桥北,355,25087
188,09:04:34,26701,30,双井桥北,67,25375
189,09:05:24,26701,31,双井桥南,456,26193
190,09:05:49,26701,31,双井桥南,186,26463
191,09:06:14,26701,31,双井桥南,0,26649
192,09:07:29,26701,32,潘家园桥北,566,27181
193,09:07:54,26701,32,潘家园桥北,236,27511
194,09:08:19,26701,32,潘家园桥北,0,27747
195,09:09:09,26701,33,十里河桥北,844,27414
196,09:09:34,26701,33,十里河桥北,583,27675
197,09:09:59,26701,33,十里河桥北,310,27948
198,09:10:24,26701,33,十里河桥北,0,28258
199,09:11:39,26701,34,十里河桥南,262,29429
200,09:12:04,26701,34,十里河桥南,180,29511
201,09:14:09,26701,34,十里河桥南,0,29691
202,09:15:49,26701,35,方庄桥东,1083,29320
203,09:16:14,26701,35,方庄桥东,820,29583
204,09:16:39,26701,35,方庄桥东,518,29885
205,09:17:04,26701,35,方庄桥东,179,30224
206,09:17:29,26701,35,方庄桥东,0,30403
207,09:18:44,26701,36,方庄桥西,587,30974
208,09:19:09,26701,36,方庄桥西,310,31251
209,09:19:34,26701,36,方庄桥西,0,31561
210,09:20:24,26701,37,刘家窑桥,952,32047
211,09:20:49,26701,37,刘家窑桥,678,32321
212,09:21:14,26701,37,刘家窑桥,430,32569
213,09:21:39,26701,37,刘家窑桥,167,32832
214,09:22:04,26701,37,刘家窑桥,0,32999
215,09:22:54,26701,38,木樨园桥东,1190,32865
216,09:23:19,26701,38,木樨园桥东,1011,33044
217,09:23:44,26701,38,木樨园桥东,745,33310
218,09:24:09,26701,38,木樨园桥东,446,33609
219,09:24:34,26701,38,木樨园桥东,154,33901
220,09:24:59,26701,38,木樨园桥东,0,34055
221,09:25:49,26701,39,木樨园桥西,738,34150
222,09:27:34,26701,39,木樨园桥西,0,34888
223,09:27:59,26701,40,洋桥西,634,36299
224,09:28:24,26701,40,洋桥西,432,36501
225,09:28:49,26701,40,洋桥西,218,36715
226,09:29:14,26701,40,洋桥西,0,36933
227,09:30:04,26701,41,草桥,1902,36934
228,09:30:29,26701,41,草桥,1584,37252
229,09:30:54,26701,41,草桥,1246,37590
230,09:31:19,26701,41,草桥,931,37905
231,09:31:44,26701,41,草桥,635,38201
232,09:32:09,26701,41,草桥,313,38523
233,09:32:34,26701,41,草桥,0,38836
234,09:33:24,26701,42,玉泉营桥西,1742,38144
235,09:33:49,26701,42,玉泉营桥西,1492,38394
236,09:34:14,26701,42,玉泉营桥西,1326,38560
237,09:34:39,26701,42,玉泉营桥西,1119,38767
238,09:35:04,26701,42,玉泉营桥西,938,38948
239,09:35:29,26701,42,玉泉营桥西,764,39122
240,09:35:54,26701,42,玉泉营桥西,721,39165
241,09:36:19,26701,42,玉泉营桥西,660,39226
242,09:36:44,26701,42,玉泉营桥西,614,39272
243,09:37:09,26701,42,玉泉营桥西,577,39309
244,09:37:34,26701,42,玉泉营桥西,495,39391
245,09:37:59,26701,42,玉泉营桥西,437,39449
246,09:38:24,26701,42,玉泉营桥西,316,39570
247,09:38:49,26701,42,玉泉营桥西,194,39692
248,09:39:14,26701,42,玉泉营桥西,43,39843
249,09:39:39,26701,42,玉泉营桥西,0,39886
250,09:40:04,26701,43,夏家胡同,945,41290
251,09:40:29,26701,43,夏家胡同,749,41486
252,09:40:54,26701,43,夏家胡同,532,41703
253,09:41:19,26701,43,夏家胡同,238,41997
254,09:41:44,26701,43,夏家胡同,0,42235
255,09:42:59,26701,44,丽泽桥,2035,40980
256,09:43:24,26701,44,丽泽桥,1897,41118
257,09:43:49,26701,44,丽泽桥,1713,41302
258,09:44:14,26701,44,丽泽桥,1490,41525
259,09:44:39,26701,44,丽泽桥,1223,41792
260,09:45:04,26701,44,丽泽桥,929,42086
261,09:45:29,26701,44,丽泽桥,627,42388
262,09:45:54,26701,44,丽泽桥,335,42680
263,09:46:17,26701,44,丽泽桥,0,43015
264,09:46:59,26701,45,西局,564,43254
265,09:47:24,26701,45,西局,295,43523
266,09:47:47,26701,45,西局,46,43772
267,09:48:09,26701,45,西局,0,43818
268,09:48:34,26701,46,六里桥南,702,44160
269,09:48:59,26701,46,六里桥南,438,44424
270,09:49:24,26701,46,六里桥南,167,44695
271,09:49:49,26701,46,六里桥南,0,44862
272,09:50:59,26701,47,六里桥北里,896,45271
273,09:51:24,26701,47,六里桥北里,763,45404
274,09:51:45,26701,47,六里桥北里,602,45565
275,09:52:34,26701,47,六里桥北里,225,45942
276,09:52:57,26701,47,六里桥北里,139,46028
277,09:53:19,26701,47,六里桥北里,0,46167
278,09:54:05,26701,48,公主坟南,1166,46713
279,09:54:29,26701,48,公主坟南,1126,46753
280,09:54:53,26701,48,公主坟南,1058,46821
281,09:55:14,26701,48,公主坟南,976,46903
282,09:55:36,26701,48,公主坟南,825,47054
283,09:55:59,26701,48,公主坟南,671,47208
284,09:58:28,26701,48,公主坟南,26,47853
285,09:58:49,26701,48,公主坟南,0,47879
286,09:59:10,26701,49,玉渊潭西门,1567,46733
287,09:59:34,26701,49,玉渊潭西门,1422,46878
288,10:00:44,26701,49,玉渊潭西门,848,47452
289,10:01:07,26701,49,玉渊潭西门,710,47590
290,10:01:28,26701,49,玉渊潭西门,608,47692
291,10:01:49,26701,49,玉渊潭西门,482,47818
292,10:02:14,26701,49,玉渊潭西门,207,48093
293,10:02:37,26701,49,玉渊潭西门,0,48300
294,10:02:59,26701,50,航天桥南,291,48509
295,10:03:21,26701,50,航天桥南,250,48550
296,10:03:43,26701,50,航天桥南,93,48707
297,10:04:04,26701,50,航天桥南,79,48721
298,10:04:29,26701,50,航天桥南,0,48800
299,10:04:51,26701,51,航天桥西,430,48570
300,10:05:14,26701,2,航天桥北,266,1227
301,10:05:39,26701,51,航天桥西,134,48866
302,10:06:04,26701,51,航天桥西,63,48937
303,10:06:54,26701,2,航天桥北,397,1096
304,10:07:19,26701,2,航天桥北,375,1118
305,10:07:44,26701,51,航天桥西,309,48691
306,10:08:09,26701,2,航天桥北,0,1493
307,10:08:34,26701,51,航天桥西,0,49000
308,10:09:24,26701,1,航天桥西,0,0
309,10:09:45,26701,51,航天桥西,0,49000
310,10:10:08,26701,1,航天桥西,0,0
311,17:34:36,26701,2,航天桥北,364,1129
312,17:35:25,26701,2,航天桥北,0,1493
313,17:36:11,26701,3,花园桥北,777,1413
314,17:36:34,26701,3,花园桥北,580,1610
315,17:36:55,26701,3,花园桥北,345,1845
316,17:37:17,26701,3,花园桥北,86,2104
317,17:37:40,26701,3,花园桥北,0,2190
318,17:38:05,26701,4,紫竹桥,498,2327
319,17:38:26,26701,4,紫竹桥,276,2549
320,17:38:48,26701,4,紫竹桥,0,2825
321,17:40:25,26701,5,万寿寺,526,3141
322,17:40:50,26701,5,万寿寺,236,3431
323,17:41:15,26701,5,万寿寺,0,3667
324,17:42:05,26701,6,为公桥,581,3653
325,17:42:30,26701,6,为公桥,293,3941
326,17:42:51,26701,6,为公桥,148,4086
327,17:43:15,26701,6,为公桥,135,4099
328,17:43:40,26701,6,为公桥,0,4234
329,17:44:55,26701,7,苏州桥南,463,4511
330,17:45:20,26701,7,苏州桥南,424,4550
331,17:45:45,26701,7,苏州桥南,297,4677
332,17:46:10,26701,7,苏州桥南,142,4832
333,17:46:34,26701,7,苏州桥南,0,4974
334,17:47:16,26701,8,三义庙,576,4751
335,17:48:30,26701,8,三义庙,517,4810
336,17:48:52,26701,8,三义庙,448,4879
337,17:49:15,26701,8,三义庙,291,5036
338,17:49:40,26701,8,三义庙,24,5303
339,17:50:30,26701,9,四通桥西,149,5730
340,17:50:55,26701,9,四通桥西,0,5879
341,17:51:20,26701,10,四通桥东,390,6741
342,17:51:45,26701,10,四通桥东,215,6916
343,17:52:10,26701,10,四通桥东,46,7085
344,17:52:35,26701,10,四通桥东,0,7131
345,17:53:25,26701,11,大钟寺,1032,6715
346,17:53:50,26701,11,大钟寺,871,6876
347,17:54:15,26701,11,大钟寺,615,7132
348,17:54:40,26701,11,大钟寺,341,7406
349,17:55:05,26701,11,大钟寺,132,7615
350,17:55:30,26701,11,大钟寺,0,7747
351,17:56:45,26701,12,地铁大钟寺站,506,7604
352,17:57:35,26701,12,地铁大钟寺站,466,7644
353,17:58:25,26701,12,地铁大钟寺站,375,7735
354,17:58:50,26701,12,地铁大钟寺站,147,7963
355,17:59:15,26701,12,地铁大钟寺站,13,8097
356,17:59:40,26701,12,地铁大钟寺站,0,8110
357,18:00:30,26701,13,蓟门桥西,0,9534
358,18:01:20,26701,14,北太平桥西,1259,9768
359,18:01:45,26701,14,北太平桥西,965,10062
360,18:02:10,26701,14,北太平桥西,617,10410
361,18:02:35,26701,14,北太平桥西,301,10726
362,18:03:00,26701,14,北太平桥西,0,11027
363,18:04:40,26701,15,马甸桥东,1275,10336
364,18:05:05,26701,15,马甸桥东,963,10648
365,18:05:30,26701,15,马甸桥东,678,10933
366,18:05:55,26701,15,马甸桥东,448,11163
367,18:07:15,26701,15,马甸桥东,33,11578
368,18:08:05,26701,15,马甸桥东,0,11611
369,18:08:30,26701,16,安华桥西,367,12162
370,18:08:55,26701,16,安华桥西,297,12232
371,18:09:20,26701,16,安华桥西,260,12269
372,18:09:45,26701,16,安华桥西,196,12333
373,18:10:35,26701,16,安华桥西,14,12515
374,18:11:00,26701,16,安华桥西,0,12529
375,18:11:25,26701,17,安贞桥西,757,12637
376,18:11:50,26701,17,安贞桥西,595,12799
377,18:12:15,26701,17,安贞桥西,514,12880
378,18:12:40,26701,17,安贞桥西,443,12951
379,18:13:05,26701,17,安贞桥西,371,13023
380,18:13:30,26701,17,安贞桥西,106,13288
381,18:13:55,26701,17,安贞桥西,0,13394
382,18:14:20,26701,18,安贞桥东,614,13515
383,18:14:45,26701,18,安贞桥东,361,13768
384,18:15:10,26701,18,安贞桥东,106,14023
385,18:15:35,26701,18,安贞桥东,0,14129
386,18:16:25,26701,19,和平西桥,423,13971
387,18:16:50,26701,19,和平西桥,223,14171
388,18:19:20,26701,19,和平西桥,43,14351
389,18:19:45,26701,19,和平西桥,0,14394
390,18:20:35,26701,20,和平东桥,125,15034
391,18:21:00,26701,20,和平东桥,111,15048
392,18:21:25,26701,20,和平东桥,0,15159
393,18:22:15,26701,21,太阳宫桥,585,15289
394,18:23:05,26701,21,太阳宫桥,547,15327
395,18:23:30,26701,21,太阳宫桥,338,15536
396,18:23:55,26701,21,太阳宫桥,189,15685
397,18:24:20,26701,21,太阳宫桥,12,15862
398,18:24:45,26701,21,太阳宫桥,0,15874
399,18:25:35,26701,22,西坝河,509,16498
400,18:26:00,26701,22,西坝河,241,16766
401,18:26:25,26701,22,西坝河,43,16964
402,18:26:50,26701,22,西坝河,0,17007
403,18:27:40,26701,23,静安庄东,854,16978
404,18:28:05,26701,23,静安庄东,575,17257
405,18:28:30,26701,23,静安庄东,327,17505
406,18:28:55,26701,23,静安庄东,313,17519
407,18:32:15,26701,23,静安庄东,251,17581
408,18:32:40,26701,23,静安庄东,44,17788
409,18:33:05,26701,23,静安庄东,0,17832
410,18:33:55,26701,24,三元桥南,622,18682
411,18:34:20,26701,24,三元桥南,391,18913
412,18:34:45,26701,24,三元桥南,93,19211
413,18:35:10,26701,24,三元桥南,0,19304
414,18:36:00,26701,25,亮马桥,1240,19938
415,18:36:50,26701,25,亮马桥,975,20203
416,18:37:15,26701,25,亮马桥,665,20513
417,18:37:40,26701,25,亮马桥,379,20799
418,18:38:05,26701,25,亮马桥,56,21122
419,18:38:30,26701,25,亮马桥,0,21178
420,18:38:55,26701,26,白家庄,1657,20577
421,18:39:20,26701,26,白家庄,1422,20812
422,18:39:45,26701,26,白家庄,1305,20929
423,18:40:10,26701,26,白家庄,1290,20944
424,18:40:35,26701,26,白家庄,1217,21017
425,18:41:00,26701,26,白家庄,1165,21069
426,18:41:25,26701,26,白家庄,1137,21097
427,18:41:50,26701,26,白家庄,1073,21161
428,18:42:15,26701,26,白家庄,1032,21202
429,18:42:40,26701,26,白家庄,913,21321
430,18:43:05,26701,26,白家庄,647,21587
431,18:43:30,26701,26,白家庄,399,21835
432,18:43:55,26701,26,白家庄,175,22059
433,18:44:20,26701,26,白家庄,0,22234
434,18:45:10,26701,27,呼家楼南,853,22085
435,18:45:35,26701,27,呼家楼南,681,22257
436,18:46:00,26701,27,呼家楼南,694,22244
437,18:46:25,26701,27,呼家楼南,681,22257
438,18:46:50,26701,27,呼家楼南,506,22432
439,18:47:15,26701,27,呼家楼南,340,22598
440,18:47:40,26701,27,呼家楼南,274,22664
441,18:48:30,26701,27,呼家楼南,229,22709
442,18:53:05,26701,27,呼家楼南,176,22762
443,18:53:30,26701,27,呼家楼南,92,22846
444,18:53:55,26701,27,呼家楼南,64,22874
445,19:06:25,26701,28,大北窑北,530,23100
446,19:06:50,26701,28,大北窑北,466,23164
447,19:07:15,26701,28,大北窑北,413,23217
448,19:07:40,26701,28,大北窑北,387,23243
449,19:08:05,26701,28,大北窑北,359,23271
450,19:08:30,26701,28,大北窑北,277,23353
451,19:08:55,26701,28,大北窑北,225,23405
452,19:09:20,26701,28,大北窑北,211,23419
453,19:11:25,26701,28,大北窑北,80,23550
454,19:11:50,26701,28,大北窑北,0,23630
455,19:14:20,26701,29,大北窑南,559,24198
456,19:14:45,26701,29,大北窑南,510,24247
457,19:15:10,26701,29,大北窑南,454,24303
458,19:15:35,26701,29,大北窑南,373,24384
459,19:16:25,26701,29,大北窑南,295,24462
460,19:16:50,26701,29,大北窑南,224,24533
461,19:17:15,26701,29,大北窑南,198,24559
462,19:17:40,26701,29,大北窑南,169,24588
463,19:18:05,26701,29,大北窑南,138,24619
464,19:18:30,26701,29,大北窑南,106,24651
465,19:18:55,26701,29,大北窑南,56,24701
466,19:19:20,26701,29,大北窑南,42,24715
467,19:19:45,26701,29,大北窑南,27,24730
468,19:20:35,26701,29,大北窑南,0,24757
469,19:21:50,26701,30,双井桥北,963,24479
470,19:22:15,26701,30,双井桥北,887,24555
471,19:22:40,26701,30,双井桥北,758,24684
472,19:23:05,26701,30,双井桥北,602,24840
473,19:23:30,26701,30,双井桥北,475,24967
474,19:23:55,26701,30,双井桥北,385,25057
475,19:24:20,26701,30,双井桥北,196,25246
476,19:24:45,26701,30,双井桥北,80,25362
477,19:25:10,26701,30,双井桥北,0,25442
478,19:26:00,26701,31,双井桥南,528,26121
479,19:27:40,26701,31,双井桥南,300,26349
480,19:28:05,26701,31,双井桥南,108,26541
481,19:28:30,26701,31,双井桥南,0,26649
482,19:30:10,26701,32,潘家园桥北,927,26820
483,19:30:35,26701,32,潘家园桥北,749,26998
484,19:31:25,26701,32,潘家园桥北,425,27322
485,19:31:50,26701,32,潘家园桥北,195,27552
486,19:32:15,26701,32,潘家园桥北,0,27747
487,19:33:05,26701,33,十里河桥北,770,27488
488,19:33:55,26701,33,十里河桥北,205,28053
489,19:34:20,26701,33,十里河桥北,0,28258
490,19:35:10,26701,34,十里河桥南,272,29419
491,19:35:35,26701,34,十里河桥南,163,29528
492,19:36:00,26701,34,十里河桥南,172,29519
493,19:36:25,26701,34,十里河桥南,137,29554
494,19:36:50,26701,34,十里河桥南,0,29691
495,19:37:40,26701,35,方庄桥东,1174,29229
496,19:38:05,26701,35,方庄桥东,924,29479
497,19:38:30,26701,35,方庄桥东,627,29776
498,19:38:55,26701,35,方庄桥东,313,30090
499,19:39:20,26701,35,方庄桥东,0,30403
500,19:40:10,26701,36,方庄桥西,429,31132
501,19:40:35,26701,36,方庄桥西,126,31435
502,19:41:00,26701,36,方庄桥西,0,31561
503,19:41:25,26701,37,刘家窑桥,979,32020
504,19:41:50,26701,37,刘家窑桥,678,32321
505,19:42:15,26701,37,刘家窑桥,374,32625
506,19:42:40,26701,37,刘家窑桥,0,32999
507,19:43:55,26701,38,木樨园桥东,961,33094
508,19:44:20,26701,38,木樨园桥东,672,33383
509,19:44:45,26701,38,木樨园桥东,338,33717
510,19:45:10,26701,38,木樨园桥东,0,34055
511,19:46:00,26701,39,木樨园桥西,727,34161
512,19:46:25,26701,39,木樨园桥西,361,34527
513,19:46:50,26701,39,木樨园桥西,0,34888
514,19:47:40,26701,40,洋桥西,572,36361
515,19:48:05,26701,40,洋桥西,231,36702
516,19:48:30,26701,40,洋桥西,0,36933
517,19:48:55,26701,41,草桥,1927,36909
518,19:49:20,26701,41,草桥,1627,37209
519,19:49:45,26701,41,草桥,1290,37546
520,19:50:10,26701,41,草桥,958,37878
521,19:50:35,26701,41,草桥,606,38230
522,19:51:00,26701,41,草桥,278,38558
523,19:51:25,26701,41,草桥,0,38836
524,19:52:15,26701,42,玉泉营桥西,1556,38330
525,19:52:40,26701,42,玉泉营桥西,1195,38691
526,19:53:05,26701,42,玉泉营桥西,846,39040
527,19:53:30,26701,42,玉泉营桥西,528,39358
528,19:53:55,26701,42,玉泉营桥西,170,39716
529,19:54:20,26701,42,玉泉营桥西,0,39886
530,19:54:45,26701,43,夏家胡同,850,41385
531,19:55:10,26701,43,夏家胡同,546,41689
532,19:55:35,26701,43,夏家胡同,193,42042
533,19:56:00,26701,43,夏家胡同,0,42235
534,19:56:25,26701,44,丽泽桥,2150,40865
535,19:56:50,26701,44,丽泽桥,1828,41187
536,19:57:15,26701,44,丽泽桥,1490,41525
537,19:57:40,26701,44,丽泽桥,1236,41779
538,19:58:05,26701,44,丽泽桥,899,42116
539,19:58:30,26701,44,丽泽桥,546,42469
540,19:58:55,26701,44,丽泽桥,227,42788
541,19:59:20,26701,44,丽泽桥,0,43015
542,19:59:45,26701,45,西局,578,43240
543,20:00:10,26701,45,西局,205,43613
544,20:00:35,26701,45,西局,0,43818
545,20:01:00,26701,46,六里桥南,639,44223
546,20:01:25,26701,46,六里桥南,325,44537
547,20:01:49,26701,46,六里桥南,0,44862
548,20:02:35,26701,47,六里桥北里,907,45260
549,20:03:00,26701,47,六里桥北里,615,45552
550,20:03:25,26701,47,六里桥北里,350,45817
551,20:03:46,26701,47,六里桥北里,110,46057
552,20:04:07,26701,47,六里桥北里,0,46167
553,20:04:51,26701,48,公主坟南,1193,46686
554,20:05:13,26701,48,公主坟南,989,46890
555,20:05:35,26701,48,公主坟南,749,47130
556,20:05:56,26701,48,公主坟南,493,47386
557,20:06:17,26701,48,公主坟南,266,47613
558,20:06:40,26701,48,公主坟南,26,47853
559,20:07:05,26701,48,公主坟南,0,47879
560,20:07:26,26701,49,玉渊潭西门,1505,46795
561,20:07:49,26701,49,玉渊潭西门,1303,46997
562,20:08:10,26701,49,玉渊潭西门,1137,47163
563,20:08:33,26701,49,玉渊潭西门,906,47394
