,1. 航天桥西,2. 航天桥北,3. 花园桥北,4. 紫竹桥,5. 万寿寺,6. 为公桥,7. 苏州桥南,8. 三义庙,9. 四通桥西,10. 四通桥东,11. 大钟寺,12. 地铁大钟寺站,13. 蓟门桥西,14. 北太平桥西,15. 马甸桥东,16. 安华桥西,17. 安贞桥西,18. 安贞桥东,19. 和平西桥,20. 和平东桥,21. 太阳宫桥,22. 西坝河,23. 静安庄东,24. 三元桥南,25. 亮马桥,26. 白家庄,27. 呼家楼南,28. 大北窑北,29. 大北窑南,30. 双井桥北,31. 双井桥南,32. 潘家园桥北,33. 十里河桥北,34. 十里河桥南,35. 方庄桥东,36. 方庄桥西,37. 刘家窑桥,38. 木樨园桥东,39. 木樨园桥西,40. 洋桥西,41. 草桥,42. 玉泉营桥西,43. 夏家胡同,44. 丽泽桥,45. 西局,46. 六里桥南,47. 六里桥北里,48. 公主坟南,49. 玉渊潭西门,50. 航天桥南,51. 航天桥西
5.0,0.0,0.0,0.012261635888578893,0.02562437916844047,0.012858259904636205,0.01829003830767777,0.02018842530282638,0.011542012927054479,0.011542012927054479,0.014568764568764568,0.06439979392065946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0218002531019304,0.026369344993725577,0.047971596443407184,0.03206013337960852,0.016918267806668004,0.016863952921838614,0.02042538552936447,0.02278319248154048,0.03028036178008699,0.01136911892701329,0.016937649216499033,0.018410588338549104,0.01756653578578841,0.017018134921607704,0.021690438632158734,0.01771902634818391,0.011341416445701927,0.01711882092082953,0.022736510752977557,0.011956001912960305,0.020275750202757504,0.010936132983377077,0.011307100859339664,0.056535504296698326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.032825339188702875,0.03614493918383869,0.019070074467378045,0.04060708213819151,0.03102521590954951,0.015871543197670774,0.02385685809260452,0.02817035649618488,0.0438445536762799,0.012939554771037762,0.033814943928754476,0.03175370226641918,0.015110446900474896,0.028337560210188295,0.028001035002565705,0.017531201469842324,0.017944956949243134,0.02386561399561557,0.04591891191131104,0.031027974048734575,0.013904205149489859,0.021625198338548795,0.019008029039321788,0.028211074951059237,0.018295218489986286,0.04215422420832504,0.04613739049007138,0.017689545678160477,0.025960539979231565,0.025960539979231565,0.01350621285791464,0.04997501249375313,0.03894080996884735,0.02701242571582928,0.028153153153153154,0.014697236919459141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.03720003094664183,0.048215067335335156,0.041468520931788884,0.08193696695757503,0.05345333479381911,0.06596071291988066,0.02505099039970869,0.04128225333403045,0.06847106189112771,0.022571403526485245,0.050068784123423,0.04154109873420257,0.03324096593207774,0.020963932362683183,0.028023090034662492,0.022540799023558936,0.043080517055094726,0.027706822199621988,0.04516483816326391,0.053509221861509366,0.032750727069865766,0.02434815322196915,0.08621493077117431,0.0243535289961641,0.030708440289248243,0.030804438205570883,0.03822604684799097,0.024381966836965266,0.03771826233299037,0.03815066239632605,0.038042930114321895,0.06794616105730347,0.032098733593644534,0.04988950924932883,0.04016814878938118,0.029067220000125186,0.024871037910305625,0.02830957082652513,0.023539232724356155,0.022795753335983937,0.019169932136479835,0.016118633139909733,0.016937669376693765,0.06150061500615006,0.029394473838918283,0.027777777777777776,0.0,0.0,0.0
7.0,0.0,0.0,0.03581319656850231,0.04671534144094522,0.032596872352653426,0.0411720016283959,0.03523138152933669,0.024766555554570066,0.0330314593467707,0.04648660046081845,0.12211646302979279,0.03569056279619345,0.029128268906481125,0.0848329515416014,0.07700230006779768,0.03459736856612445,0.048566294565842376,0.0664356992733602,0.0833669875375787,0.06294949817168324,0.08251509515113122,0.05045481754226761,0.03273677238301915,0.0748763970400566,0.023264959661090864,0.03963688229130633,0.02089598382754078,0.038214060944205284,0.03595807775248346,0.038584756897927175,0.013113034356150013,0.07014402130400724,0.02734820638310218,0.036820952800910564,0.022893772893772896,0.02314413842215678,0.023242553684983666,0.027674995115279405,0.022835869292562205,0.027817487576505828,0.037096874918351404,0.04119107808589959,0.03761183585744989,0.020062649861835365,0.024162266720072916,0.04662967165365343,0.029253705630789505,0.010307902230659706,0.009992266308842894,0.0,0.0
7.5,0.0,0.0,0.06894078676694296,0.06059716384509886,0.0718155066092292,0.0999872742186352,0.07346686457305696,0.0437072600751576,0.043452292133920774,0.0760793572118784,0.08717840228251032,0.047282339707005176,0.08745965569017661,0.09972372271975609,0.050949529900400616,0.030669737092774596,0.04510592251515604,0.021297025459975208,0.05795920956283802,0.03551372041084571,0.0989210650953899,0.059786049648445784,0.09073405233784826,0.0648726823980761,0.05865663060512404,0.08179915003149346,0.047504913842553696,0.06574695468977237,0.10069902967605977,0.029731405542739956,0.03387528256029475,0.030379451852804978,0.035587064963993296,0.09504495060770889,0.04134513445234402,0.06478448027901183,0.04195305134125938,0.05391132433093107,0.05228836082553764,0.04703044534926303,0.062395895864805505,0.0195273659775116,0.02529736152104788,0.016487557001229513,0.01944039017295269,0.042130097741826765,0.05598328081516855,0.024697854202242433,0.011164883493553856,0.0,0.0
8.0,0.0,0.0,0.04034079000946703,0.06220511609555698,0.04353892629935452,0.07387851827438975,0.06095439740065147,0.044489299699204336,0.05321049225150209,0.057367220915432456,0.08175194745975627,0.03346598963324667,0.0937515398968327,0.05564269465851723,0.09005917911082416,0.05066444515493446,0.07993441958827234,0.10264416860276854,0.08543820517665728,0.06361130175193867,0.12679364439750815,0.06650794682254335,0.0801834311135033,0.0651294634138499,0.06859530245079119,0.0669091172805994,0.051239382309050424,0.04160889862338164,0.11190731823702933,0.042198889643980046,0.04649906311264724,0.026099338148289977,0.042338013772739776,0.09202347635152008,0.08658012422141809,0.061422253298561956,0.05292855582513819,0.09039647407455487,0.08364176494570948,0.0814648220926276,0.06555277462805305,0.0701559379108357,0.037894149700692215,0.03974805790123237,0.03102293394262541,0.05374171186864088,0.0770517201642315,0.04429086063134057,0.005253132241467342,0.0,0.0
8.5,0.0,0.0,0.020351277165282882,0.04670352411295789,0.028241977553576034,0.054682916112524516,0.043298889040291416,0.024014224529256514,0.03576370315627753,0.06488425378067102,0.0908292875235669,0.051714822244099734,0.09466722709119518,0.07334108206716876,0.0802970410732768,0.0586882233054867,0.056464598125437714,0.0745147680745752,0.08366700420890934,0.08058973768417796,0.09462271175826163,0.08029686015443559,0.08396593650597234,0.05074566932322685,0.04697356840303283,0.08849773228915171,0.05303453981511225,0.08434285653286706,0.10974279930279719,0.06387319843433882,0.028569866421052085,0.0447583719680097,0.07784258297673766,0.078235921492525,0.08168100897302093,0.08925920980921122,0.08567627631843487,0.0969239363633738,0.059854345717586625,0.09929939605985305,0.068420892383467,0.07664162402663018,0.06806827802872835,0.08476035468468983,0.0591577621768695,0.06117619450892658,0.11913949263345458,0.046504588041246624,0.018442494770497794,0.0,0.0
9.0,0.0,0.0,0.02537050469601726,0.04341309420814692,0.019426099618949495,0.03455491787634265,0.025028324970025575,0.01596005938164197,0.015642058280594954,0.02740631601304216,0.05365548214362827,0.018666816950578757,0.019049357844371693,0.039730574701880295,0.036400876892378954,0.015270514197199596,0.06543105785907032,0.030807546450708014,0.033709496885010994,0.026614701892345546,0.08036418751944914,0.11841194428822648,0.0648896367926359,0.06733738162623554,0.0453281732568341,0.09751662212723149,0.052390330227503744,0.047669327640087876,0.07761312627206067,0.09706286902844874,0.04738148633272473,0.06427686265342544,0.07568133759408205,0.07760044826975977,0.044198972601272875,0.06406874770136499,0.053533022344710135,0.06852929263170005,0.06919034769472307,0.05696361574653986,0.08375335965305414,0.10607255296943281,0.07774121456230677,0.039200072045679386,0.047831331811034605,0.08077981524252235,0.06185094164352453,0.05424193145432083,0.016980531921642398,0.0,0.0
9.5,0.0,0.0,0.025440955234487764,0.026402235157631678,0.0358001177043164,0.04306693478909482,0.03310430114244486,0.02715825355371876,0.020894987737127432,0.04979245575260691,0.06665715038405028,0.021563450493820958,0.031185140529160896,0.03352718599467732,0.023735195656007183,0.017053877683853642,0.03789875017702391,0.0197203353999609,0.031468794146278935,0.01655865129866903,0.046803213788166514,0.03240854274030073,0.04645602632350849,0.03663658291966543,0.05697152423200368,0.04334397464674783,0.0511774819639469,0.06145790467974236,0.11652585389364105,0.07005332982907765,0.07170075175911357,0.05761030764011851,0.048381262542785124,0.08088210050486382,0.042183885996828076,0.0602896961039709,0.06338412269364775,0.05327839320066428,0.028005380855028104,0.07212023517239942,0.09223374848126405,0.09887320728914623,0.08614262589302636,0.06988640257180291,0.06766461340450743,0.0735298079421522,0.08617453914094232,0.049616420188791914,0.030575649424619173,0.0,0.0
10.0,0.0,0.0,0.016996460406549264,0.026860042579900156,0.01788232283169454,0.03450172928069622,0.02198551521109163,0.020905632202803934,0.02200173408991239,0.02248069480475055,0.07765312755002558,0.014323705950579411,0.03580337631800092,0.022745310806914863,0.037098113093667916,0.012649270728212049,0.018562706815718866,0.030767709821716824,0.03171409663044752,0.03985491425193545,0.050374458597938924,0.04999342070047429,0.038177353861301964,0.025733571380200913,0.024936814535201402,0.039200573230936904,0.0387963222743011,0.019109887930687554,0.08012350352954543,0.03281749639204714,0.045286788130482564,0.028553650504870017,0.051123871900127606,0.06988559796335174,0.03663541748919257,0.09455442991654998,0.09194129347831502,0.06289533872689732,0.08466144257397352,0.06702005159390675,0.053646928135590854,0.038117966806165006,0.07258493515842673,0.05727889607479825,0.041072490361828765,0.05854625246729994,0.08409179708364649,0.0332056276777205,0.02125003756666184,0.0,0.0
10.5,0.0,0.0,0.030553213110329172,0.01619184059551032,0.013680347013680346,0.035085247553404156,0.030693668354769308,0.01885328912587218,0.01865043709644709,0.03778275080858285,0.11221855740000164,0.019021629228233704,0.019641160965214184,0.02343494296217509,0.022559547592518017,0.02283040654910864,0.030893524201857234,0.0370775011316083,0.04875764404287733,0.03325771235444314,0.029415761116662276,0.04356354565937407,0.04998254548872504,0.0413679394173738,0.0388874017169147,0.043283126375537544,0.027419955785378262,0.05202392102528409,0.08724688290675604,0.03155759724454104,0.048658294732570044,0.03810466493593222,0.03751467976922705,0.059306485500789145,0.03708187502948191,0.05213231829380466,0.04993308748546801,0.0280123298684857,0.025581689008085332,0.015453936500321999,0.028713962076777455,0.05166899184565137,0.06462189555714734,0.044020033716623254,0.053651752800498324,0.03335807257375884,0.06449803420729722,0.05060634409455365,0.042597637364346706,0.0,0.0
