,Time,Bus_No,Station_No,Next_station,Remain_distance,Total_distance
200,08:29:45,26701,41,草桥,1511,37325
201,08:30:10,26701,41,草桥,1212,37624
202,08:30:35,26701,41,草桥,918,37918
203,08:31:00,26701,41,草桥,621,38215
204,08:31:25,26701,41,草桥,327,38509
205,08:31:50,26701,41,草桥,0,38836
206,08:32:40,26701,42,玉泉营桥西,1770,38116
207,08:33:05,26701,42,玉泉营桥西,1492,38394
208,08:33:30,26701,42,玉泉营桥西,1233,38653
209,08:33:55,26701,42,玉泉营桥西,938,38948
210,08:34:20,26701,42,玉泉营桥西,685,39201
211,08:34:45,26701,42,玉泉营桥西,412,39474
212,08:35:10,26701,42,玉泉营桥西,125,39761
213,08:35:35,26701,42,玉泉营桥西,0,39886
214,08:36:25,26701,43,夏家胡同,749,41486
215,08:36:50,26701,43,夏家胡同,501,41734
216,08:37:15,26701,43,夏家胡同,220,42015
217,08:37:40,26701,43,夏家胡同,0,42235
218,08:38:30,26701,44,丽泽桥,2245,40770
219,08:38:55,26701,44,丽泽桥,1992,41023
220,08:39:20,26701,44,丽泽桥,1762,41253
221,08:39:45,26701,44,丽泽桥,1514,41501
222,08:40:35,26701,44,丽泽桥,1002,42013
223,08:41:00,26701,44,丽泽桥,711,42304
224,08:41:25,26701,44,丽泽桥,427,42588
225,08:41:50,26701,44,丽泽桥,124,42891
226,08:42:12,26701,44,丽泽桥,0,43015
227,08:43:00,26701,45,西局,647,43171
228,08:43:25,26701,45,西局,389,43429
229,08:43:50,26701,45,西局,100,43718
230,08:44:15,26701,45,西局,0,43818
231,08:44:40,26701,46,六里桥南,690,44172
232,08:45:05,26701,46,六里桥南,451,44411
233,08:45:55,26701,46,六里桥南,0,44862
234,08:46:40,26701,47,六里桥北里,907,45260
235,08:47:05,26701,47,六里桥北里,657,45510
236,08:47:30,26701,47,六里桥北里,419,45748
237,08:47:53,26701,47,六里桥北里,167,46000
238,08:48:14,26701,47,六里桥北里,0,46167
239,08:49:25,26701,48,公主坟南,989,46890
240,08:49:50,26701,48,公主坟南,757,47122
241,08:50:13,26701,48,公主坟南,546,47333
242,08:50:35,26701,48,公主坟南,348,47531
243,08:51:00,26701,48,公主坟南,226,47653
244,08:51:22,26701,48,公主坟南,164,47715
245,08:51:43,26701,48,公主坟南,13,47866
246,08:52:05,26701,48,公主坟南,0,47879
247,08:52:29,26701,49,玉渊潭西门,1518,46782
248,08:52:50,26701,49,玉渊潭西门,1317,46983
249,08:53:13,26701,49,玉渊潭西门,1114,47186
250,08:53:35,26701,49,玉渊潭西门,1010,47290
251,08:54:00,26701,49,玉渊潭西门,848,47452
252,08:54:22,26701,49,玉渊潭西门,722,47578
253,08:54:45,26701,49,玉渊潭西门,652,47648
254,08:55:10,26701,49,玉渊潭西门,495,47805
255,08:55:35,26701,49,玉渊潭西门,207,48093
256,08:55:56,26701,49,玉渊潭西门,0,48300
257,08:56:20,26701,50,航天桥南,291,48509
258,08:56:45,26701,50,航天桥南,236,48564
259,08:57:06,26701,50,航天桥南,38,48762
260,08:58:20,26701,50,航天桥南,25,48775
261,08:58:45,26701,50,航天桥南,0,48800
262,08:59:35,26701,51,航天桥西,309,48691
263,09:00:00,26701,2,航天桥北,219,1274
264,09:00:25,26701,51,航天桥西,50,48950
265,09:00:50,26701,1,航天桥西,0,0
266,09:01:40,26701,2,航天桥北,375,1118
267,09:02:05,26701,2,航天桥北,343,1150
268,09:02:50,26701,51,航天桥西,134,48866
269,09:03:15,26701,51,航天桥西,25,48975
270,14:56:59,26701,2,航天桥北,0,1493
271,14:59:24,26701,1,航天桥西,0,0
272,15:00:39,26701,2,航天桥北,364,1129
273,15:01:00,26701,2,航天桥北,280,1213
274,15:01:24,26701,2,航天桥北,129,1364
275,15:01:49,26701,2,航天桥北,44,1449
276,15:02:14,26701,2,航天桥北,0,1493
277,15:03:01,26701,3,花园桥北,735,1455
278,15:03:24,26701,3,花园桥北,551,1639
279,15:03:46,26701,3,花园桥北,321,1869
280,15:04:09,26701,3,花园桥北,86,2104
281,15:04:34,26701,3,花园桥北,0,2190
282,15:04:56,26701,4,紫竹桥,591,2234
283,15:05:19,26701,4,紫竹桥,425,2400
284,15:05:40,26701,4,紫竹桥,223,2602
285,15:06:03,26701,4,紫竹桥,0,2825
286,15:06:48,26701,5,万寿寺,388,3279
287,15:07:09,26701,5,万寿寺,236,3431
288,15:07:34,26701,5,万寿寺,106,3561
289,15:07:57,26701,5,万寿寺,0,3667
290,15:08:44,26701,6,为公桥,534,3700
291,15:09:09,26701,6,为公桥,293,3941
292,15:09:30,26701,6,为公桥,148,4086
293,15:09:54,26701,6,为公桥,0,4234
294,15:10:44,26701,7,苏州桥南,453,4521
295,15:11:09,26701,7,苏州桥南,346,4628
296,15:11:34,26701,7,苏州桥南,333,4641
297,15:12:24,26701,7,苏州桥南,236,4738
298,15:12:49,26701,7,苏州桥南,0,4974
299,15:13:39,26701,8,三义庙,532,4795
300,15:14:04,26701,8,三义庙,395,4932
301,15:14:29,26701,8,三义庙,208,5119
302,15:14:54,26701,8,三义庙,36,5291
303,15:15:19,26701,8,三义庙,0,5327
304,15:15:44,26701,9,四通桥西,162,5717
305,15:16:09,26701,9,四通桥西,0,5879
306,15:16:59,26701,10,四通桥东,275,6856
307,15:17:24,26701,10,四通桥东,128,7003
308,15:17:49,26701,10,四通桥东,0,7131
309,15:18:39,26701,11,大钟寺,1056,6691
310,15:19:04,26701,11,大钟寺,791,6956
311,15:19:29,26701,11,大钟寺,520,7227
312,15:19:54,26701,11,大钟寺,329,7418
313,15:21:59,26701,11,大钟寺,254,7493
314,15:22:24,26701,11,大钟寺,0,7747
315,15:24:29,26701,12,地铁大钟寺站,492,7618
316,15:24:54,26701,12,地铁大钟寺站,303,7807
317,15:25:19,26701,12,地铁大钟寺站,118,7992
318,15:25:44,26701,12,地铁大钟寺站,0,8110
319,15:26:34,26701,13,蓟门桥西,96,9438
320,15:26:59,26701,13,蓟门桥西,0,9534
321,15:27:24,26701,14,北太平桥西,1245,9782
322,15:27:49,26701,14,北太平桥西,965,10062
323,15:28:14,26701,14,北太平桥西,644,10383
324,15:28:39,26701,14,北太平桥西,326,10701
325,15:29:04,26701,14,北太平桥西,0,11027
326,15:29:54,26701,15,马甸桥东,1290,10321
327,15:30:19,26701,15,马甸桥东,1023,10588
328,15:30:44,26701,15,马甸桥东,717,10894
329,15:31:09,26701,15,马甸桥东,400,11211
330,15:31:34,26701,15,马甸桥东,110,11501
331,15:31:59,26701,15,马甸桥东,0,11611
332,15:33:14,26701,16,安华桥西,236,12293
333,15:33:39,26701,16,安华桥西,0,12529
334,15:34:29,26701,17,安贞桥西,528,12866
335,15:34:54,26701,17,安贞桥西,233,13161
336,15:35:19,26701,17,安贞桥西,0,13394
337,15:36:09,26701,18,安贞桥东,684,13445
338,15:36:34,26701,18,安贞桥东,614,13515
339,15:36:59,26701,18,安贞桥东,525,13604
340,15:37:24,26701,18,安贞桥东,373,13756
341,15:37:49,26701,18,安贞桥东,147,13982
342,15:38:14,26701,18,安贞桥东,0,14129
343,15:38:39,26701,19,和平西桥,624,13770
344,15:39:04,26701,19,和平西桥,515,13879
345,15:39:29,26701,19,和平西桥,397,13997
346,15:39:54,26701,19,和平西桥,252,14142
347,15:40:44,26701,19,和平西桥,186,14208
348,15:41:09,26701,19,和平西桥,0,14394
349,15:41:59,26701,20,和平东桥,155,15004
350,15:42:24,26701,20,和平东桥,125,15034
351,15:43:14,26701,20,和平东桥,0,15159
352,15:44:04,26701,21,太阳宫桥,613,15261
353,15:44:29,26701,21,太阳宫桥,599,15275
354,15:44:54,26701,21,太阳宫桥,504,15370
355,15:45:19,26701,21,太阳宫桥,296,15578
356,15:45:44,26701,21,太阳宫桥,105,15769
357,15:46:09,26701,21,太阳宫桥,0,15874
358,15:46:34,26701,22,西坝河,521,16486
359,15:46:59,26701,22,西坝河,290,16717
360,15:47:24,26701,22,西坝河,165,16842
361,15:47:49,26701,22,西坝河,0,17007
362,15:48:39,26701,23,静安庄东,936,16896
363,15:49:04,26701,23,静安庄东,659,17173
364,15:49:29,26701,23,静安庄东,471,17361
365,15:49:54,26701,23,静安庄东,412,17420
366,15:51:59,26701,23,静安庄东,398,17434
367,15:52:24,26701,23,静安庄东,237,17595
368,15:52:49,26701,23,静安庄东,29,17803
369,15:53:14,26701,23,静安庄东,0,17832
370,15:54:29,26701,24,三元桥南,533,18771
371,15:54:54,26701,24,三元桥南,454,18850
372,15:55:19,26701,24,三元桥南,349,18955
373,15:55:44,26701,24,三元桥南,285,19019
374,15:56:09,26701,24,三元桥南,177,19127
375,15:56:34,26701,24,三元桥南,93,19211
376,15:56:59,26701,24,三元桥南,52,19252
377,15:57:24,26701,24,三元桥南,0,19304
378,15:58:14,26701,25,亮马桥,1362,19816
379,15:58:39,26701,25,亮马桥,1288,19890
380,15:59:04,26701,25,亮马桥,1250,19928
381,15:59:29,26701,25,亮马桥,1214,19964
382,15:59:54,26701,25,亮马桥,1154,20024
383,16:00:19,26701,25,亮马桥,1092,20086
384,16:00:44,26701,25,亮马桥,1024,20154
385,16:01:09,26701,25,亮马桥,952,20226
386,16:01:34,26701,25,亮马桥,913,20265
387,16:01:59,26701,25,亮马桥,808,20370
388,16:02:24,26701,25,亮马桥,706,20472
389,16:02:49,26701,25,亮马桥,638,20540
390,16:03:14,26701,25,亮马桥,553,20625
391,16:03:39,26701,25,亮马桥,415,20763
392,16:04:04,26701,25,亮马桥,332,20846
393,16:04:29,26701,25,亮马桥,217,20961
394,16:04:54,26701,25,亮马桥,82,21096
395,16:05:19,26701,25,亮马桥,0,21178
396,16:07:24,26701,26,白家庄,1737,20497
397,16:07:49,26701,26,白家庄,1670,20564
398,16:08:14,26701,26,白家庄,1631,20603
399,16:08:39,26701,26,白家庄,1604,20630
400,16:09:04,26701,26,白家庄,1565,20669
401,16:09:29,26701,26,白家庄,1552,20682
402,16:10:44,26701,26,白家庄,1448,20786
403,16:11:09,26701,26,白家庄,1392,20842
404,16:11:34,26701,26,白家庄,1305,20929
405,16:11:59,26701,26,白家庄,1246,20988
406,16:12:24,26701,26,白家庄,1204,21030
407,16:12:49,26701,26,白家庄,1178,21056
408,16:13:39,26701,26,白家庄,1110,21124
409,16:14:04,26701,26,白家庄,1085,21149
410,16:14:29,26701,26,白家庄,1060,21174
411,16:14:54,26701,26,白家庄,927,21307
412,16:15:19,26701,26,白家庄,827,21407
413,16:15:44,26701,26,白家庄,714,21520
414,16:16:09,26701,26,白家庄,587,21647
415,16:16:34,26701,26,白家庄,454,21780
416,16:16:59,26701,26,白家庄,260,21974
417,16:17:24,26701,26,白家庄,141,22093
418,16:17:49,26701,26,白家庄,0,22234
419,16:18:39,26701,27,呼家楼南,944,21994
420,16:19:04,26701,27,呼家楼南,809,22129
421,16:19:29,26701,27,呼家楼南,764,22174
422,16:21:09,26701,27,呼家楼南,641,22297
423,16:21:34,26701,27,呼家楼南,477,22461
424,16:21:59,26701,27,呼家楼南,407,22531
425,16:24:54,26701,27,呼家楼南,242,22696
426,16:25:19,26701,27,呼家楼南,202,22736
427,16:28:14,26701,27,呼家楼南,92,22846
428,16:28:39,26701,27,呼家楼南,0,22938
429,16:29:29,26701,28,大北窑北,571,23059
430,16:29:54,26701,28,大北窑北,373,23257
431,16:30:19,26701,28,大北窑北,345,23285
432,16:30:44,26701,28,大北窑北,289,23341
433,16:31:09,26701,28,大北窑北,80,23550
434,16:31:34,26701,28,大北窑北,0,23630
435,16:32:49,26701,29,大北窑南,447,24310
436,16:33:14,26701,29,大北窑南,425,24332
437,16:34:04,26701,29,大北窑南,349,24408
438,16:34:29,26701,29,大北窑南,213,24544
439,16:34:54,26701,29,大北窑南,160,24597
440,16:35:19,26701,29,大北窑南,142,24615
441,16:35:44,26701,29,大北窑南,106,24651
442,16:36:09,26701,29,大北窑南,81,24676
443,16:36:34,26701,29,大北窑南,69,24688
444,16:38:39,26701,29,大北窑南,0,24757
445,16:39:24,26701,30,双井桥北,913,24529
446,16:39:49,26701,30,双井桥北,616,24826
447,16:40:14,26701,30,双井桥北,429,25013
448,16:40:39,26701,30,双井桥北,196,25246
449,16:41:04,26701,30,双井桥北,13,25429
450,16:41:29,26701,30,双井桥北,0,25442
451,16:41:54,26701,31,双井桥南,513,26136
452,16:43:34,26701,31,双井桥南,470,26179
453,16:43:59,26701,31,双井桥南,285,26364
454,16:44:24,26701,31,双井桥南,122,26527
455,16:44:49,26701,31,双井桥南,18,26631
456,16:45:14,26701,31,双井桥南,0,26649
457,16:46:29,26701,32,潘家园桥北,956,26791
458,16:46:54,26701,32,潘家园桥北,679,27068
459,16:47:19,26701,32,潘家园桥北,309,27438
460,16:47:44,26701,32,潘家园桥北,0,27747
461,16:48:34,26701,33,十里河桥北,971,27287
462,16:48:59,26701,33,十里河桥北,886,27372
463,16:49:24,26701,33,十里河桥北,745,27513
464,16:49:49,26701,33,十里河桥北,647,27611
465,16:50:14,26701,33,十里河桥北,498,27760
466,16:50:39,26701,33,十里河桥北,195,28063
467,16:51:04,26701,33,十里河桥北,0,28258
468,16:51:54,26701,34,十里河桥南,298,29393
469,16:52:19,26701,34,十里河桥南,0,29691
470,16:54:49,26701,35,方庄桥东,1309,29094
471,16:55:14,26701,35,方庄桥东,1185,29218
472,16:55:39,26701,35,方庄桥东,895,29508
473,16:56:04,26701,35,方庄桥东,580,29823
474,16:56:29,26701,35,方庄桥东,230,30173
475,16:56:54,26701,35,方庄桥东,0,30403
476,16:57:44,26701,36,方庄桥西,324,31237
477,16:58:09,26701,36,方庄桥西,0,31561
478,16:58:59,26701,37,刘家窑桥,866,32133
479,16:59:24,26701,37,刘家窑桥,534,32465
480,16:59:49,26701,37,刘家窑桥,181,32818
481,17:00:14,26701,37,刘家窑桥,0,32999
482,17:01:04,26701,38,木樨园桥东,1068,32987
483,17:01:29,26701,38,木樨园桥东,741,33314
484,17:01:54,26701,38,木樨园桥东,381,33674
485,17:02:19,26701,38,木樨园桥东,0,34055
486,17:03:09,26701,39,木樨园桥西,929,33959
487,17:03:34,26701,39,木樨园桥西,604,34284
488,17:03:59,26701,39,木樨园桥西,275,34613
489,17:04:24,26701,39,木樨园桥西,0,34888
490,17:05:14,26701,40,洋桥西,647,36286
491,17:05:39,26701,40,洋桥西,535,36398
492,17:06:04,26701,40,洋桥西,311,36622
493,17:06:29,26701,40,洋桥西,0,36933
494,17:07:19,26701,41,草桥,1764,37072
495,17:07:44,26701,41,草桥,1415,37421
496,17:08:09,26701,41,草桥,1046,37790
497,17:08:34,26701,41,草桥,691,38145
498,17:08:59,26701,41,草桥,327,38509
499,17:09:24,26701,41,草桥,0,38836
500,17:10:14,26701,42,玉泉营桥西,1685,38201
501,17:10:39,26701,42,玉泉营桥西,1376,38510
502,17:11:04,26701,42,玉泉营桥西,994,38892
503,17:11:29,26701,42,玉泉营桥西,660,39226
504,17:11:54,26701,42,玉泉营桥西,344,39542
505,17:12:19,26701,42,玉泉营桥西,136,39750
506,17:12:44,26701,42,玉泉营桥西,0,39886
507,17:13:34,26701,43,夏家胡同,821,41414
508,17:13:59,26701,43,夏家胡同,546,41689
509,17:14:24,26701,43,夏家胡同,206,42029
510,17:14:49,26701,43,夏家胡同,0,42235
511,17:15:39,26701,44,丽泽桥,2003,41012
512,17:16:04,26701,44,丽泽桥,1842,41173
513,17:16:29,26701,44,丽泽桥,1569,41446
514,17:16:54,26701,44,丽泽桥,1223,41792
515,17:17:19,26701,44,丽泽桥,870,42145
516,17:17:44,26701,44,丽泽桥,595,42420
517,17:18:09,26701,44,丽泽桥,308,42707
518,17:18:32,26701,44,丽泽桥,0,43015
519,17:19:19,26701,45,西局,515,43303
520,17:19:44,26701,45,西局,153,43665
521,17:20:09,26701,45,西局,0,43818
522,17:20:34,26701,46,六里桥南,575,44287
523,17:20:59,26701,46,六里桥南,230,44632
524,17:21:24,26701,46,六里桥南,0,44862
525,17:22:14,26701,47,六里桥北里,752,45415
526,17:22:38,26701,47,六里桥北里,405,45762
527,17:22:59,26701,47,六里桥北里,110,46057
528,17:23:24,26701,47,六里桥北里,0,46167
529,17:24:09,26701,48,公主坟南,1139,46740
530,17:24:31,26701,48,公主坟南,1058,46821
531,17:24:54,26701,48,公主坟南,950,46929
532,17:25:19,26701,48,公主坟南,749,47130
533,17:25:41,26701,48,公主坟南,534,47345
534,17:26:03,26701,48,公主坟南,323,47556
535,17:26:24,26701,48,公主坟南,188,47691
536,17:26:47,26701,48,公主坟南,26,47853
537,17:27:09,26701,48,公主坟南,0,47879
538,17:27:33,26701,49,玉渊潭西门,1589,46711
539,17:27:54,26701,49,玉渊潭西门,1394,46906
540,17:28:19,26701,49,玉渊潭西门,1198,47102
541,17:28:40,26701,49,玉渊潭西门,956,47344
542,17:29:01,26701,49,玉渊潭西门,803,47497
543,17:29:23,26701,49,玉渊潭西门,652,47648
544,17:29:44,26701,49,玉渊潭西门,559,47741
545,17:30:05,26701,49,玉渊潭西门,369,47931
546,17:30:26,26701,49,玉渊潭西门,85,48215
547,17:30:49,26701,50,航天桥南,291,48509
548,17:31:12,26701,50,航天桥南,193,48607
549,17:31:34,26701,50,航天桥南,25,48775
550,17:33:34,26701,50,航天桥南,0,48800
551,17:34:19,26701,51,航天桥西,416,48584
552,17:36:20,26701,51,航天桥西,387,48613
553,17:36:43,26701,2,航天桥北,280,1213
554,17:37:04,26701,2,航天桥北,219,1274
555,17:37:29,26701,51,航天桥西,79,48921
556,17:37:51,26701,1,航天桥西,0,0
557,17:42:48,26701,2,航天桥北,397,1096
558,17:43:13,26701,51,航天桥西,416,48584
559,17:43:38,26701,50,航天桥南,0,48800
560,17:45:43,26701,49,玉渊潭西门,0,48300
561,17:49:28,26701,48,公主坟南,0,47879
562,17:51:08,26701,47,六里桥北里,0,46167
563,17:52:23,26701,47,六里桥北里,790,45377
