,Time,Bus_No,Station_No,Next_station,Remain_distance,Total_distance
56,07:05:34,26701,6,为公桥,0,4234
57,07:05:59,26701,7,苏州桥南,238,4736
58,07:06:24,26701,7,苏州桥南,0,4974
59,07:06:49,26701,8,三义庙,448,4879
60,07:07:14,26701,8,三义庙,103,5224
61,07:07:39,26701,9,四通桥西,123,5756
62,07:08:04,26701,10,四通桥东,336,6795
63,07:08:29,26701,10,四通桥东,0,7131
64,07:08:54,26701,11,大钟寺,939,6808
65,07:09:19,26701,11,大钟寺,615,7132
66,07:09:44,26701,11,大钟寺,286,7461
67,07:10:09,26701,11,大钟寺,0,7747
68,07:10:34,26701,12,地铁大钟寺站,204,7906
69,07:10:59,26701,13,蓟门桥西,240,9294
70,07:11:24,26701,13,蓟门桥西,0,9534
71,07:12:39,26701,14,北太平桥西,1216,9811
72,07:13:04,26701,14,北太平桥西,908,10119
73,07:13:29,26701,14,北太平桥西,589,10438
74,07:13:54,26701,14,北太平桥西,301,10726
75,07:14:19,26701,14,北太平桥西,0,11027
76,07:15:09,26701,15,马甸桥东,1328,10283
77,07:15:34,26701,15,马甸桥东,1053,10558
78,07:15:59,26701,15,马甸桥东,738,10873
79,07:16:24,26701,15,马甸桥东,388,11223
80,07:16:49,26701,15,马甸桥东,110,11501
81,07:17:14,26701,15,马甸桥东,0,11611
82,07:18:04,26701,16,安华桥西,440,12089
83,07:18:29,26701,16,安华桥西,161,12368
84,07:18:54,26701,16,安华桥西,0,12529
85,07:19:19,26701,17,安贞桥西,770,12624
86,07:19:44,26701,17,安贞桥西,457,12937
87,07:20:09,26701,17,安贞桥西,222,13172
88,07:20:34,26701,17,安贞桥西,0,13394
89,07:21:24,26701,18,安贞桥东,603,13526
90,07:21:49,26701,18,安贞桥东,349,13780
91,07:22:14,26701,18,安贞桥东,66,14063
92,07:22:39,26701,18,安贞桥东,0,14129
93,07:23:04,26701,19,和平西桥,530,13864
94,07:23:29,26701,19,和平西桥,397,13997
95,07:23:54,26701,19,和平西桥,173,14221
96,07:26:49,26701,19,和平西桥,0,14394
97,07:28:29,26701,20,和平东桥,57,15102
98,07:28:54,26701,20,和平东桥,0,15159
99,07:29:19,26701,21,太阳宫桥,657,15217
100,07:29:44,26701,21,太阳宫桥,599,15275
101,07:30:34,26701,21,太阳宫桥,504,15370
102,07:30:59,26701,21,太阳宫桥,310,15564
103,07:31:24,26701,21,太阳宫桥,157,15717
104,07:31:49,26701,21,太阳宫桥,38,15836
105,07:32:39,26701,21,太阳宫桥,12,15862
106,07:33:04,26701,21,太阳宫桥,0,15874
107,07:33:54,26701,22,西坝河,593,16414
108,07:34:19,26701,22,西坝河,349,16658
109,07:34:44,26701,22,西坝河,57,16950
110,07:35:09,26701,22,西坝河,0,17007
111,07:35:34,26701,23,静安庄东,1023,16809
112,07:35:59,26701,23,静安庄东,736,17096
113,07:36:24,26701,23,静安庄东,515,17317
114,07:36:49,26701,23,静安庄东,412,17420
115,07:37:39,26701,23,静安庄东,398,17434
116,07:38:04,26701,23,静安庄东,251,17581
117,07:38:29,26701,23,静安庄东,44,17788
118,07:38:54,26701,23,静安庄东,0,17832
119,07:40:34,26701,24,三元桥南,622,18682
120,07:40:59,26701,24,三元桥南,391,18913
121,07:41:24,26701,24,三元桥南,107,19197
122,07:41:49,26701,24,三元桥南,0,19304
123,07:42:14,26701,25,亮马桥,1347,19831
124,07:42:39,26701,25,亮马桥,1078,20100
125,07:43:04,26701,25,亮马桥,846,20332
126,07:43:29,26701,25,亮马桥,773,20405
127,07:43:54,26701,25,亮马桥,741,20437
128,07:44:19,26701,25,亮马桥,679,20499
129,07:44:44,26701,25,亮马桥,517,20661
130,07:45:09,26701,25,亮马桥,304,20874
131,07:45:34,26701,25,亮马桥,0,21178
132,07:46:24,26701,26,白家庄,1710,20524
133,07:46:49,26701,26,白家庄,1407,20827
134,07:47:14,26701,26,白家庄,1152,21082
135,07:47:39,26701,26,白家庄,913,21321
136,07:48:04,26701,26,白家庄,587,21647
137,07:48:29,26701,26,白家庄,248,21986
138,07:48:54,26701,26,白家庄,0,22234
139,07:50:09,26701,27,呼家楼南,809,22129
140,07:50:34,26701,27,呼家楼南,628,22310
141,07:52:14,26701,27,呼家楼南,530,22408
142,07:52:39,26701,27,呼家楼南,327,22611
143,07:53:04,26701,27,呼家楼南,216,22722
144,07:54:44,26701,27,呼家楼南,229,22709
145,07:55:09,26701,27,呼家楼南,216,22722
146,07:55:34,26701,27,呼家楼南,163,22775
147,07:55:59,26701,27,呼家楼南,0,22938
148,07:56:49,26701,28,大北窑北,571,23059
149,07:57:14,26701,28,大北窑北,345,23285
150,07:57:39,26701,28,大北窑北,116,23514
151,07:58:04,26701,28,大北窑北,0,23630
152,07:59:44,26701,29,大北窑南,403,24354
153,08:01:24,26701,29,大北窑南,273,24484
154,08:01:49,26701,29,大北窑南,94,24663
155,08:02:14,26701,29,大北窑南,0,24757
156,08:04:44,26701,30,双井桥北,913,24529
157,08:05:09,26701,30,双井桥北,697,24745
158,08:05:34,26701,30,双井桥北,560,24882
159,08:05:59,26701,30,双井桥北,342,25100
160,08:06:24,26701,30,双井桥北,134,25308
161,08:06:49,26701,30,双井桥北,0,25442
162,08:07:39,26701,31,双井桥南,556,26093
163,08:08:04,26701,31,双井桥南,484,26165
164,08:12:14,26701,31,双井桥南,441,26208
165,08:12:39,26701,31,双井桥南,271,26378
166,08:13:04,26701,31,双井桥南,18,26631
167,08:13:29,26701,31,双井桥南,0,26649
168,08:14:44,26701,32,潘家园桥北,956,26791
169,08:15:09,26701,32,潘家园桥北,666,27081
170,08:15:34,26701,32,潘家园桥北,294,27453
171,08:15:59,26701,32,潘家园桥北,0,27747
172,08:16:49,26701,33,十里河桥北,817,27441
173,08:17:14,26701,33,十里河桥北,469,27789
174,08:17:39,26701,33,十里河桥北,127,28131
175,08:18:04,26701,33,十里河桥北,0,28258
176,08:18:29,26701,34,十里河桥南,409,29282
177,08:18:54,26701,34,十里河桥南,154,29537
178,08:22:14,26701,34,十里河桥南,0,29691
179,08:23:54,26701,35,方庄桥东,1110,29293
180,08:24:19,26701,35,方庄桥东,758,29645
181,08:24:44,26701,35,方庄桥东,428,29975
182,08:25:09,26701,35,方庄桥东,99,30304
183,08:25:34,26701,35,方庄桥东,0,30403
184,08:25:59,26701,36,方庄桥西,587,30974
185,08:26:24,26701,36,方庄桥西,324,31237
186,08:26:49,26701,36,方庄桥西,0,31561
187,08:27:39,26701,37,刘家窑桥,931,32068
188,08:28:04,26701,37,刘家窑桥,589,32410
189,08:28:29,26701,37,刘家窑桥,268,32731
190,08:28:54,26701,37,刘家窑桥,0,32999
191,08:30:09,26701,38,木樨园桥东,1107,32948
192,08:30:34,26701,38,木樨园桥东,794,33261
193,08:30:59,26701,38,木樨园桥东,459,33596
194,08:31:24,26701,38,木樨园桥东,207,33848
195,08:31:49,26701,38,木樨园桥东,0,34055
196,08:32:39,26701,39,木樨园桥西,852,34036
197,08:33:04,26701,39,木樨园桥西,489,34399
198,08:33:29,26701,39,木樨园桥西,181,34707
199,08:33:54,26701,39,木樨园桥西,0,34888
200,08:34:44,26701,40,洋桥西,634,36299
201,08:35:09,26701,40,洋桥西,445,36488
202,08:35:34,26701,40,洋桥西,125,36808
203,08:35:59,26701,40,洋桥西,0,36933
204,08:37:14,26701,41,草桥,1788,37048
205,08:37:39,26701,41,草桥,1525,37311
206,08:38:04,26701,41,草桥,1159,37677
207,08:38:29,26701,41,草桥,811,38025
208,08:38:54,26701,41,草桥,445,38391
209,08:39:19,26701,41,草桥,0,38836
210,08:40:34,26701,42,玉泉营桥西,1570,38316
211,08:40:59,26701,42,玉泉营桥西,1233,38653
212,08:41:24,26701,42,玉泉营桥西,866,39020
213,08:41:49,26701,42,玉泉营桥西,577,39309
214,08:42:14,26701,42,玉泉营桥西,330,39556
215,08:42:39,26701,42,玉泉营桥西,182,39704
216,08:43:04,26701,42,玉泉营桥西,0,39886
217,08:45:09,26701,43,夏家胡同,836,41399
218,08:45:34,26701,43,夏家胡同,560,41675
219,08:45:59,26701,43,夏家胡同,250,41985
220,08:46:49,26701,43,夏家胡同,0,42235
221,08:47:39,26701,44,丽泽桥,1897,41118
222,08:48:04,26701,44,丽泽桥,1624,41391
223,08:48:29,26701,44,丽泽桥,1320,41695
224,08:48:54,26701,44,丽泽桥,974,42041
225,08:49:19,26701,44,丽泽桥,627,42388
226,08:49:44,26701,44,丽泽桥,264,42751
227,08:50:09,26701,44,丽泽桥,0,43015
228,08:50:59,26701,45,西局,672,43146
229,08:51:24,26701,45,西局,414,43404
230,08:51:49,26701,45,西局,253,43565
231,08:52:14,26701,45,西局,73,43745
232,08:52:39,26701,45,西局,0,43818
233,08:53:04,26701,46,六里桥南,677,44185
234,08:53:29,26701,46,六里桥南,354,44508
235,08:53:54,26701,46,六里桥南,0,44862
236,08:54:44,26701,47,六里桥北里,790,45377
237,08:55:09,26701,47,六里桥北里,531,45636
238,08:55:30,26701,47,六里桥北里,419,45748
239,08:55:54,26701,47,六里桥北里,182,45985
240,08:56:17,26701,47,六里桥北里,0,46167
241,08:57:24,26701,48,公主坟南,1099,46780
242,08:57:46,26701,48,公主坟南,1003,46876
243,08:58:09,26701,48,公主坟南,910,46969
244,08:58:32,26701,48,公主坟南,825,47054
245,08:58:53,26701,48,公主坟南,778,47101
246,08:59:14,26701,48,公主坟南,715,47164
247,08:59:35,26701,48,公主坟南,546,47333
248,08:59:59,26701,48,公主坟南,313,47566
249,09:00:44,26701,48,公主坟南,52,47827
250,09:01:09,26701,48,公主坟南,0,47879
251,09:01:56,26701,49,玉渊潭西门,1557,46743
252,09:02:19,26701,49,玉渊潭西门,1450,46850
253,09:03:04,26701,49,玉渊潭西门,1331,46969
254,09:03:27,26701,49,玉渊潭西门,1186,47114
255,09:04:09,26701,49,玉渊潭西门,978,47322
256,09:04:31,26701,49,玉渊潭西门,818,47482
257,09:04:53,26701,49,玉渊潭西门,722,47578
258,09:05:14,26701,49,玉渊潭西门,622,47678
259,09:05:38,26701,49,玉渊潭西门,482,47818
260,09:05:59,26701,49,玉渊潭西门,272,48028
261,09:06:24,26701,49,玉渊潭西门,0,48300
262,09:06:49,26701,50,航天桥南,291,48509
263,09:07:13,26701,50,航天桥南,250,48550
264,09:07:34,26701,50,航天桥南,65,48735
265,09:07:59,26701,50,航天桥南,51,48749
266,09:08:47,26701,50,航天桥南,0,48800
267,09:10:24,26701,51,航天桥西,416,48584
268,09:10:49,26701,51,航天桥西,322,48678
269,09:12:29,26701,2,航天桥北,209,1284
270,09:12:54,26701,51,航天桥西,155,48845
271,09:13:19,26701,51,航天桥西,50,48950
272,09:14:34,26701,2,航天桥北,427,1066
273,09:14:59,26701,2,航天桥北,351,1142
274,09:16:14,26701,2,航天桥北,266,1227
275,09:16:36,26701,2,航天桥北,249,1244
276,09:16:59,26701,51,航天桥西,37,48963
277,09:17:24,26701,51,航天桥西,12,48988
278,14:59:42,26701,1,航天桥西,0,0
279,15:00:57,26701,2,航天桥北,288,1205
280,15:01:22,26701,2,航天桥北,178,1315
281,15:01:47,26701,2,航天桥北,0,1493
282,15:02:37,26701,3,花园桥北,748,1442
283,15:03:02,26701,3,花园桥北,508,1682
284,15:03:25,26701,3,花园桥北,209,1981
285,15:03:47,26701,3,花园桥北,0,2190
286,15:04:12,26701,4,紫竹桥,564,2261
287,15:04:37,26701,4,紫竹桥,303,2522
288,15:05:02,26701,4,紫竹桥,0,2825
289,15:05:52,26701,5,万寿寺,352,3315
290,15:06:17,26701,5,万寿寺,0,3667
291,15:06:42,26701,6,为公桥,742,3492
292,15:07:07,26701,6,为公桥,510,3724
293,15:07:32,26701,6,为公桥,234,4000
294,15:07:57,26701,6,为公桥,0,4234
295,15:09:06,26701,7,苏州桥南,381,4593
296,15:09:27,26701,7,苏州桥南,297,4677
297,15:09:52,26701,7,苏州桥南,309,4665
298,15:10:17,26701,7,苏州桥南,142,4832
299,15:10:42,26701,7,苏州桥南,0,4974
300,15:11:07,26701,8,三义庙,618,4709
301,15:11:32,26701,8,三义庙,436,4891
302,15:11:57,26701,8,三义庙,277,5050
303,15:12:22,26701,8,三义庙,49,5278
304,15:12:47,26701,8,三义庙,0,5327
305,15:13:12,26701,9,四通桥西,222,5657
306,15:13:37,26701,9,四通桥西,0,5879
307,15:14:27,26701,10,四通桥东,336,6795
308,15:14:52,26701,10,四通桥东,215,6916
309,15:15:17,26701,10,四通桥东,72,7059
310,15:15:42,26701,10,四通桥东,0,7131
311,15:16:32,26701,11,大钟寺,1032,6715
312,15:16:57,26701,11,大钟寺,756,6991
313,15:17:22,26701,11,大钟寺,449,7298
314,15:17:47,26701,11,大钟寺,353,7394
315,15:19:27,26701,11,大钟寺,147,7600
316,15:19:52,26701,11,大钟寺,0,7747
317,15:21:32,26701,12,地铁大钟寺站,506,7604
318,15:21:57,26701,12,地铁大钟寺站,478,7632
319,15:22:22,26701,12,地铁大钟寺站,262,7848
320,15:22:47,26701,12,地铁大钟寺站,40,8070
321,15:23:12,26701,12,地铁大钟寺站,13,8097
322,15:23:37,26701,13,蓟门桥西,253,9281
323,15:24:02,26701,13,蓟门桥西,0,9534
324,15:24:52,26701,14,北太平桥西,1318,9709
325,15:25:17,26701,14,北太平桥西,1047,9980
326,15:25:42,26701,14,北太平桥西,728,10299
327,15:26:07,26701,14,北太平桥西,405,10622
328,15:26:32,26701,14,北太平桥西,0,11027
329,15:27:47,26701,15,马甸桥东,1211,10400
330,15:28:12,26701,15,马甸桥东,918,10693
331,15:28:37,26701,15,马甸桥东,604,11007
332,15:29:02,26701,15,马甸桥东,307,11304
333,15:29:27,26701,15,马甸桥东,99,11512
334,15:29:52,26701,15,马甸桥东,0,11611
335,15:30:42,26701,16,安华桥西,367,12162
336,15:31:07,26701,16,安华桥西,260,12269
337,15:31:32,26701,16,安华桥西,209,12320
338,15:31:57,26701,16,安华桥西,149,12380
339,15:32:22,26701,16,安华桥西,70,12459
340,15:32:47,26701,16,安华桥西,0,12529
341,15:33:37,26701,17,安贞桥西,801,12593
342,15:34:02,26701,17,安贞桥西,693,12701
343,15:34:27,26701,17,安贞桥西,624,12770
344,15:34:52,26701,17,安贞桥西,554,12840
345,15:35:17,26701,17,安贞桥西,535,12859
346,15:35:42,26701,17,安贞桥西,472,12922
347,15:36:07,26701,17,安贞桥西,457,12937
348,15:36:32,26701,17,安贞桥西,443,12951
349,15:36:57,26701,17,安贞桥西,385,13009
350,15:37:22,26701,17,安贞桥西,256,13138
351,15:37:47,26701,17,安贞桥西,118,13276
352,15:38:12,26701,17,安贞桥西,0,13394
353,15:39:02,26701,18,安贞桥东,696,13433
354,15:39:27,26701,18,安贞桥东,603,13526
355,15:39:52,26701,18,安贞桥东,361,13768
356,15:40:17,26701,18,安贞桥东,79,14050
357,15:40:42,26701,18,安贞桥东,0,14129
358,15:41:07,26701,19,和平西桥,587,13807
359,15:41:32,26701,19,和平西桥,435,13959
360,15:41:57,26701,19,和平西桥,290,14104
361,15:42:22,26701,19,和平西桥,186,14208
362,15:42:47,26701,19,和平西桥,0,14394
363,15:44:02,26701,20,和平东桥,125,15034
364,15:44:27,26701,20,和平东桥,0,15159
365,15:45:42,26701,21,太阳宫桥,599,15275
366,15:46:32,26701,21,太阳宫桥,504,15370
367,15:46:57,26701,21,太阳宫桥,284,15590
368,15:47:22,26701,21,太阳宫桥,92,15782
369,15:47:47,26701,21,太阳宫桥,0,15874
370,15:48:37,26701,22,西坝河,446,16561
371,15:49:02,26701,22,西坝河,142,16865
372,15:49:27,26701,22,西坝河,0,17007
373,15:50:17,26701,23,静安庄东,971,16861
374,15:50:42,26701,23,静安庄东,700,17132
375,15:51:07,26701,23,静安庄东,501,17331
376,15:51:32,26701,23,静安庄东,327,17505
377,15:54:27,26701,23,静安庄东,237,17595
378,15:54:52,26701,23,静安庄东,29,17803
379,15:55:17,26701,23,静安庄东,0,17832
380,15:56:32,26701,24,三元桥南,519,18785
381,15:56:57,26701,24,三元桥南,298,19006
382,15:57:22,26701,24,三元桥南,20,19284
383,15:57:47,26701,24,三元桥南,0,19304
384,15:58:12,26701,25,亮马桥,1303,19875
385,15:58:37,26701,25,亮马桥,1078,20100
386,15:59:02,26701,25,亮马桥,904,20274
387,15:59:27,26701,25,亮马桥,820,20358
388,15:59:52,26701,25,亮马桥,762,20416
389,16:00:17,26701,25,亮马桥,665,20513
390,16:00:42,26701,25,亮马桥,532,20646
391,16:01:07,26701,25,亮马桥,346,20832
392,16:01:32,26701,25,亮马桥,175,21003
393,16:01:57,26701,25,亮马桥,0,21178
394,16:02:47,26701,26,白家庄,1670,20564
395,16:03:12,26701,26,白家庄,1565,20669
396,16:03:37,26701,26,白家庄,1538,20696
397,16:04:27,26701,26,白家庄,1276,20958
398,16:04:52,26701,26,白家庄,1217,21017
399,16:05:17,26701,26,白家庄,1085,21149
400,16:05:42,26701,26,白家庄,870,21364
401,16:06:07,26701,26,白家庄,671,21563
402,16:06:32,26701,26,白家庄,496,21738
403,16:07:22,26701,26,白家庄,0,22234
404,16:08:12,26701,27,呼家楼南,944,21994
405,16:08:37,26701,27,呼家楼南,735,22203
406,16:09:02,26701,27,呼家楼南,667,22271
407,16:12:22,26701,27,呼家楼南,615,22323
408,16:12:47,26701,27,呼家楼南,421,22517
409,16:13:12,26701,27,呼家楼南,242,22696
410,16:13:37,26701,27,呼家楼南,229,22709
411,16:15:42,26701,27,呼家楼南,163,22775
412,16:16:07,26701,27,呼家楼南,12,22926
413,16:16:57,26701,27,呼家楼南,0,22938
414,16:17:22,26701,28,大北窑北,503,23127
415,16:17:47,26701,28,大北窑北,359,23271
416,16:18:37,26701,28,大北窑北,266,23364
417,16:19:02,26701,28,大北窑北,130,23500
418,16:19:27,26701,28,大北窑北,0,23630
419,16:20:17,26701,29,大北窑南,531,24226
420,16:20:42,26701,29,大北窑南,302,24455
421,16:21:07,26701,29,大北窑南,160,24597
422,16:21:32,26701,29,大北窑南,56,24701
423,16:21:57,26701,29,大北窑南,0,24757
424,16:23:37,26701,30,双井桥北,925,24517
425,16:24:02,26701,30,双井桥北,758,24684
426,16:24:27,26701,30,双井桥北,560,24882
427,16:24:52,26701,30,双井桥北,414,25028
428,16:25:17,26701,30,双井桥北,210,25232
429,16:25:42,26701,30,双井桥北,53,25389
430,16:26:07,26701,30,双井桥北,0,25442
431,16:26:57,26701,31,双井桥南,484,26165
432,16:28:37,26701,31,双井桥南,470,26179
433,16:29:02,26701,31,双井桥南,484,26165
434,16:30:42,26701,31,双井桥南,256,26393
435,16:31:07,26701,31,双井桥南,81,26568
436,16:31:32,26701,31,双井桥南,0,26649
437,16:32:22,26701,32,潘家园桥北,1084,26663
438,16:32:47,26701,32,潘家园桥北,927,26820
439,16:33:12,26701,32,潘家园桥北,608,27139
440,16:33:37,26701,32,潘家园桥北,294,27453
441,16:34:02,26701,32,潘家园桥北,0,27747
442,16:34:52,26701,33,十里河桥北,929,27329
443,16:35:17,26701,33,十里河桥北,606,27652
444,16:35:42,26701,33,十里河桥北,271,27987
445,16:36:07,26701,33,十里河桥北,0,28258
446,16:36:57,26701,34,十里河桥南,272,29419
447,16:37:22,26701,34,十里河桥南,0,29691
448,16:38:37,26701,35,方庄桥东,1322,29081
449,16:39:02,26701,35,方庄桥东,1042,29361
450,16:39:27,26701,35,方庄桥东,706,29697
451,16:39:52,26701,35,方庄桥东,359,30044
452,16:40:17,26701,35,方庄桥东,0,30403
453,16:41:07,26701,36,方庄桥西,466,31095
454,16:41:32,26701,36,方庄桥西,163,31398
455,16:41:57,26701,36,方庄桥西,0,31561
456,16:42:47,26701,37,刘家窑桥,773,32226
457,16:43:12,26701,37,刘家窑桥,444,32555
458,16:43:37,26701,37,刘家窑桥,0,32999
459,16:44:52,26701,38,木樨园桥东,1107,32948
460,16:45:17,26701,38,木樨园桥东,782,33273
461,16:45:42,26701,38,木樨园桥东,446,33609
462,16:46:07,26701,38,木樨园桥东,0,34055
463,16:47:22,26701,39,木樨园桥西,671,34217
464,16:47:47,26701,39,木樨园桥西,318,34570
465,16:48:12,26701,39,木樨园桥西,0,34888
466,16:49:02,26701,40,洋桥西,634,36299
467,16:49:27,26701,40,洋桥西,329,36604
468,16:49:52,26701,40,洋桥西,0,36933
469,16:50:42,26701,41,草桥,1850,36986
470,16:51:07,26701,41,草桥,1525,37311
471,16:51:57,26701,41,草桥,824,38012
472,16:52:22,26701,41,草桥,470,38366
473,16:52:47,26701,41,草桥,123,38713
474,16:53:12,26701,41,草桥,0,38836
475,16:53:37,26701,42,玉泉营桥西,1770,38116
476,16:54:02,26701,42,玉泉营桥西,1444,38442
477,16:54:27,26701,42,玉泉营桥西,1105,38781
478,16:54:52,26701,42,玉泉营桥西,750,39136
479,16:55:17,26701,42,玉泉营桥西,412,39474
480,16:55:42,26701,42,玉泉营桥西,86,39800
481,16:56:07,26701,42,玉泉营桥西,0,39886
482,16:56:32,26701,43,夏家胡同,920,41315
483,16:56:57,26701,43,夏家胡同,603,41632
484,16:57:22,26701,43,夏家胡同,262,41973
485,16:57:47,26701,43,夏家胡同,0,42235
486,16:58:37,26701,44,丽泽桥,2178,40837
487,16:59:02,26701,44,丽泽桥,1924,41091
488,16:59:27,26701,44,丽泽桥,1687,41328
489,16:59:52,26701,44,丽泽桥,1452,41563
490,17:00:17,26701,44,丽泽桥,1168,41847
491,17:00:42,26701,44,丽泽桥,844,42171
492,17:01:07,26701,44,丽泽桥,561,42454
493,17:01:32,26701,44,丽泽桥,308,42707
494,17:01:56,26701,44,丽泽桥,0,43015
495,17:02:42,26701,45,西局,538,43280
496,17:03:07,26701,45,西局,224,43594
497,17:03:32,26701,45,西局,0,43818
498,17:04:22,26701,46,六里桥南,438,44424
499,17:04:47,26701,46,六里桥南,113,44749
500,17:05:12,26701,46,六里桥南,0,44862
501,17:05:37,26701,47,六里桥北里,844,45323
502,17:06:02,26701,47,六里桥北里,566,45601
503,17:06:27,26701,47,六里桥北里,405,45762
504,17:06:51,26701,47,六里桥北里,211,45956
505,17:07:12,26701,47,六里桥北里,0,46167
506,17:08:22,26701,48,公主坟南,1072,46807
507,17:08:43,26701,48,公主坟南,963,46916
508,17:09:07,26701,48,公主坟南,749,47130
509,17:09:29,26701,48,公主坟南,482,47397
510,17:09:52,26701,48,公主坟南,200,47679
511,17:10:17,26701,48,公主坟南,78,47801
512,17:10:42,26701,48,公主坟南,0,47879
513,17:11:03,26701,49,玉渊潭西门,1578,46722
514,17:11:26,26701,49,玉渊潭西门,1345,46955
515,17:11:47,26701,49,玉渊潭西门,1256,47044
516,17:12:08,26701,49,玉渊潭西门,1173,47127
517,17:12:32,26701,49,玉渊潭西门,877,47423
518,17:12:57,26701,49,玉渊潭西门,666,47634
519,17:13:18,26701,49,玉渊潭西门,533,47767
520,17:13:39,26701,49,玉渊潭西门,312,47988
521,17:14:00,26701,49,玉渊潭西门,31,48269
522,17:14:22,26701,50,航天桥南,279,48521
523,17:14:46,26701,50,航天桥南,193,48607
524,17:15:07,26701,50,航天桥南,25,48775
525,17:16:22,26701,50,航天桥南,0,48800
526,17:17:07,26701,51,航天桥西,361,48639
527,17:17:53,26701,51,航天桥西,348,48652
528,17:18:15,26701,2,航天桥北,266,1227
529,17:18:37,26701,2,航天桥北,202,1291
530,17:19:02,26701,51,航天桥西,63,48937
531,17:20:17,26701,2,航天桥北,397,1096
532,17:20:42,26701,51,航天桥西,416,48584
533,17:21:07,26701,50,航天桥南,0,48800
534,17:22:22,26701,49,玉渊潭西门,0,48300
535,17:29:52,26701,48,公主坟南,0,47879
536,17:32:22,26701,47,六里桥北里,0,46167
537,17:34:02,26701,46,六里桥南,0,44862
538,17:34:52,26701,45,西局,0,43818
539,08:07:04,26721,1,航天桥西,0,0
540,08:08:19,26721,2,航天桥北,409,1084
541,08:08:44,26721,2,航天桥北,0,1493
542,08:10:24,26721,3,花园桥北,801,1389
543,08:10:49,26721,3,花园桥北,594,1596
544,08:11:12,26721,3,花园桥北,493,1697
545,08:11:33,26721,3,花园桥北,321,1869
546,08:11:54,26721,3,花园桥北,71,2119
547,08:12:19,26721,3,花园桥北,0,2190
548,08:12:40,26721,4,紫竹桥,538,2287
549,08:13:04,26721,4,紫竹桥,425,2400
550,08:13:29,26721,4,紫竹桥,316,2509
551,08:13:54,26721,4,紫竹桥,0,2825
552,08:15:25,26721,5,万寿寺,423,3244
553,08:15:49,26721,5,万寿寺,209,3458
554,08:16:14,26721,5,万寿寺,106,3561
555,08:16:39,26721,5,万寿寺,0,3667
556,08:17:04,26721,6,为公桥,742,3492
557,08:17:29,26721,6,为公桥,522,3712
558,08:17:54,26721,6,为公桥,263,3971
559,08:18:15,26721,6,为公桥,0,4234
560,08:19:25,26721,7,苏州桥南,333,4641
561,08:19:49,26721,7,苏州桥南,114,4860
562,08:20:14,26721,7,苏州桥南,0,4974
563,08:21:04,26721,8,三义庙,460,4867
564,08:21:28,26721,8,三义庙,323,5004
